Tipo de Elección;Cargo;Fecha de Elección;Año de Elección;Inicio de Período;Fin de Período;Período;Id Región;Región;Circunscripción Senatorial;Distrito;Comuna;Circunscripción Electoral;Nombre Circunscripción Electoral;Sexo Mesa;Candidato (a);Nombres;Apellido Paterno;Apellido Materno;Sexo;Electo(a);Partido;Sigla Partido;Lista;Votos Totales
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;158;LO PRADO;HOMBRE;VALDIVIA MATUS SILVIA;SILVIA PATRICIA;VALDIVIA;MATUS;MUJER;;COMUNISTA DE CHILE;PCCH;A;1742
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;158;LO PRADO;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;2312
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;158;LO PRADO;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;1223
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;CARVAJAL CARVAJAL MARTA;MARTA INES;CARVAJAL;CARVAJAL;MUJER;;INDEPENDIENTE;IND;CI;1506
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;CIFUENTES PEREZ SERGIO;SERGIO HERNAN;CIFUENTES;PEREZ;HOMBRE;;INDEPENDIENTE;IND;CI;540
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;MARIN ARRIZAGA JOSE LUIS;JOSE LUIS;MARIN;ARRIZAGA;HOMBRE;;INDEPENDIENTE;IND;CI;281
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;NAVARRETE MUÑOZ GONZALO;LUIS GONZALO;NAVARRETE;MUÑOZ;HOMBRE;SI;POR LA DEMOCRACIA;PPD;C;12161
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;PINILLA CORNEJO VICTOR;VICTOR MANUEL;PINILLA;CORNEJO;HOMBRE;;INDEPENDIENTE;IND;CI;1042
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;RODRIGUEZ LETELIER ANIBAL;ANIBAL MANUEL;RODRIGUEZ;LETELIER;HOMBRE;;UNION DEMOCRATA INDEPENDIENTE;UDI;B;7833
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;ROJAS OVANDO IVAN;IVAN ROBERTO;ROJAS;OVANDO;HOMBRE;;INDEPENDIENTE;IND;CI;856
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;VALDIVIA MATUS SILVIA;SILVIA PATRICIA;VALDIVIA;MATUS;MUJER;;COMUNISTA DE CHILE;PCCH;A;1371
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;VOTOS NULOS; ;  ; ;; ; ; ; ;2547
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;LO PRADO;159;LO PRADO;MUJER;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;1082
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;152;QUINTA NORMAL;HOMBRE;CRUZAT PACHECO CARLOS EDUARDO;CARLOS EDUARDO;CRUZAT;PACHECO;HOMBRE;;HUMANISTA;PH;A;3985
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;152;QUINTA NORMAL;HOMBRE;FERNANDEZ ARAYA MANUEL;MANUEL SEGUNDO;FERNANDEZ;ARAYA;HOMBRE;SI;DEMOCRATA CRISTIANO;PDC;C;12912
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;152;QUINTA NORMAL;HOMBRE;MATTHEI ARANDA JORGE;JORGE ENRIQUE;MATTHEI;ARANDA;HOMBRE;;RENOVACION NACIONAL;RN;B;6359
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;152;QUINTA NORMAL;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;2246
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;152;QUINTA NORMAL;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;885
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;153;QUINTA NORMAL;MUJER;CRUZAT PACHECO CARLOS EDUARDO;CARLOS EDUARDO;CRUZAT;PACHECO;HOMBRE;;HUMANISTA;PH;A;3695
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;153;QUINTA NORMAL;MUJER;FERNANDEZ ARAYA MANUEL;MANUEL SEGUNDO;FERNANDEZ;ARAYA;HOMBRE;SI;DEMOCRATA CRISTIANO;PDC;C;15002
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;153;QUINTA NORMAL;MUJER;MATTHEI ARANDA JORGE;JORGE ENRIQUE;MATTHEI;ARANDA;HOMBRE;;RENOVACION NACIONAL;RN;B;7674
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;153;QUINTA NORMAL;MUJER;VOTOS NULOS; ;  ; ;; ; ; ; ;2673
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;18;QUINTA NORMAL;153;QUINTA NORMAL;MUJER;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;825
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;134;INDEPENDENCIA;HOMBRE;BURTON ARAVENA JORGE ANTONIO;JORGE ANTONIO;BURTON;ARAVENA;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;985
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;134;INDEPENDENCIA;HOMBRE;DURAN BARONTI GONZALO;GONZALO ANDRES;DURAN;BARONTI;HOMBRE;;SOCIALISTA DE CHILE;PS;C;7162
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;134;INDEPENDENCIA;HOMBRE;GARRIDO MARDONES ANTONIO ALEJANDRO;ANTONIO ALEJANDRO;GARRIDO;MARDONES;HOMBRE;SI;RENOVACION NACIONAL;RN;B;8117
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;134;INDEPENDENCIA;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;1101
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;134;INDEPENDENCIA;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;499
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;135;INDEPENDENCIA;MUJER;BURTON ARAVENA JORGE ANTONIO;JORGE ANTONIO;BURTON;ARAVENA;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;955
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;135;INDEPENDENCIA;MUJER;DURAN BARONTI GONZALO;GONZALO ANDRES;DURAN;BARONTI;HOMBRE;;SOCIALISTA DE CHILE;PS;C;9143
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;135;INDEPENDENCIA;MUJER;GARRIDO MARDONES ANTONIO ALEJANDRO;ANTONIO ALEJANDRO;GARRIDO;MARDONES;HOMBRE;SI;RENOVACION NACIONAL;RN;B;9180
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;135;INDEPENDENCIA;MUJER;VOTOS NULOS; ;  ; ;; ; ; ; ;1445
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;INDEPENDENCIA;135;INDEPENDENCIA;MUJER;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;453
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;136;RECOLETA NORTE;HOMBRE;CORNEJO CHAVEZ GONZALO;LUIS GONZALO;CORNEJO;CHAVEZ;HOMBRE;SI;UNION DEMOCRATA INDEPENDIENTE;UDI;B;7982
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;136;RECOLETA NORTE;HOMBRE;JADUE JADUE DANIEL;OSCAR DANIEL;JADUE;JADUE;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;1936
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;136;RECOLETA NORTE;HOMBRE;MORENO BEAUCHEMIN ERNESTO;CARLOS ERNESTO;MORENO;BEAUCHEMIN;HOMBRE;;DEMOCRATA CRISTIANO;PDC;C;6100
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;136;RECOLETA NORTE;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;937
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;136;RECOLETA NORTE;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;710
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;137;RECOLETA NORTE;MUJER;CORNEJO CHAVEZ GONZALO;LUIS GONZALO;CORNEJO;CHAVEZ;HOMBRE;SI;UNION DEMOCRATA INDEPENDIENTE;UDI;B;10972
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;137;RECOLETA NORTE;MUJER;JADUE JADUE DANIEL;OSCAR DANIEL;JADUE;JADUE;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;1476
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;137;RECOLETA NORTE;MUJER;MORENO BEAUCHEMIN ERNESTO;CARLOS ERNESTO;MORENO;BEAUCHEMIN;HOMBRE;;DEMOCRATA CRISTIANO;PDC;C;6284
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;137;RECOLETA NORTE;MUJER;VOTOS NULOS; ;  ; ;; ; ; ; ;1066
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;137;RECOLETA NORTE;MUJER;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;485
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;138;RECOLETA SUR;HOMBRE;CORNEJO CHAVEZ GONZALO;LUIS GONZALO;CORNEJO;CHAVEZ;HOMBRE;SI;UNION DEMOCRATA INDEPENDIENTE;UDI;B;8633
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;138;RECOLETA SUR;HOMBRE;JADUE JADUE DANIEL;OSCAR DANIEL;JADUE;JADUE;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;2316
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;138;RECOLETA SUR;HOMBRE;MORENO BEAUCHEMIN ERNESTO;CARLOS ERNESTO;MORENO;BEAUCHEMIN;HOMBRE;;DEMOCRATA CRISTIANO;PDC;C;6622
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;138;RECOLETA SUR;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;1349
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;138;RECOLETA SUR;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;718
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;139;RECOLETA SUR;MUJER;CORNEJO CHAVEZ GONZALO;LUIS GONZALO;CORNEJO;CHAVEZ;HOMBRE;SI;UNION DEMOCRATA INDEPENDIENTE;UDI;B;10729
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;139;RECOLETA SUR;MUJER;JADUE JADUE DANIEL;OSCAR DANIEL;JADUE;JADUE;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;1886
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;139;RECOLETA SUR;MUJER;MORENO BEAUCHEMIN ERNESTO;CARLOS ERNESTO;MORENO;BEAUCHEMIN;HOMBRE;;DEMOCRATA CRISTIANO;PDC;C;6536
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;139;RECOLETA SUR;MUJER;VOTOS NULOS; ;  ; ;; ; ; ; ;1291
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;19;RECOLETA;139;RECOLETA SUR;MUJER;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;570
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;162;CERRILLOS;HOMBRE;ALMENDARES CALDERON ALEJANDRO;ALEJANDRO ISIDOR;ALMENDARES;CALDERON;HOMBRE;SI;RENOVACION NACIONAL;RN;B;8484
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;162;CERRILLOS;HOMBRE;HUENANTE ROCHA FRANCISCO JOSE;FRANCISCO JOSE;HUENANTE;ROCHA;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;1181
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;162;CERRILLOS;HOMBRE;PONCE BADILLA FREDDY;VICTOR FREDDY;PONCE;BADILLA;HOMBRE;;SOCIALISTA DE CHILE;PS;C;6045
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;162;CERRILLOS;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;1218
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;162;CERRILLOS;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;656
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;163;CERRILLOS;MUJER;ALMENDARES CALDERON ALEJANDRO;ALEJANDRO ISIDOR;ALMENDARES;CALDERON;HOMBRE;SI;RENOVACION NACIONAL;RN;B;10274
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;163;CERRILLOS;MUJER;HUENANTE ROCHA FRANCISCO JOSE;FRANCISCO JOSE;HUENANTE;ROCHA;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;842
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;163;CERRILLOS;MUJER;PONCE BADILLA FREDDY;VICTOR FREDDY;PONCE;BADILLA;HOMBRE;;SOCIALISTA DE CHILE;PS;C;6361
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;163;CERRILLOS;MUJER;VOTOS NULOS; ;  ; ;; ; ; ; ;1180
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;CERRILLOS;163;CERRILLOS;MUJER;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;528
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;140;ALAMEDA;HOMBRE;GARCIA BUSTAMANTE LISSETTE;LISSETTE IVONNE;GARCIA;BUSTAMANTE;MUJER;;DEMOCRATA CRISTIANO;PDC;C;6034
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;140;ALAMEDA;HOMBRE;HASBUN SELUME GUSTAVO;GUSTAVO ADOLFO;HASBUN;SELUME;HOMBRE;SI;UNION DEMOCRATA INDEPENDIENTE;UDI;B;5849
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;140;ALAMEDA;HOMBRE;LIZAMA TORO MIGUEL;MIGUEL;LIZAMA;TORO;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;2037
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;140;ALAMEDA;HOMBRE;RIOS DIAZ LIBERTAD;LIBERTAD DEL CARMEN;RIOS;DIAZ;MUJER;;INDEPENDIENTE;IND;CI;565
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;140;ALAMEDA;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;1249
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;140;ALAMEDA;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;524
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;141;ALAMEDA;MUJER;GARCIA BUSTAMANTE LISSETTE;LISSETTE IVONNE;GARCIA;BUSTAMANTE;MUJER;;DEMOCRATA CRISTIANO;PDC;C;7210
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;141;ALAMEDA;MUJER;HASBUN SELUME GUSTAVO;GUSTAVO ADOLFO;HASBUN;SELUME;HOMBRE;SI;UNION DEMOCRATA INDEPENDIENTE;UDI;B;7708
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;141;ALAMEDA;MUJER;LIZAMA TORO MIGUEL;MIGUEL;LIZAMA;TORO;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;1991
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;141;ALAMEDA;MUJER;RIOS DIAZ LIBERTAD;LIBERTAD DEL CARMEN;RIOS;DIAZ;MUJER;;INDEPENDIENTE;IND;CI;713
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;141;ALAMEDA;MUJER;VOTOS NULOS; ;  ; ;; ; ; ; ;1720
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;141;ALAMEDA;MUJER;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;545
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;142;LAS AMERICAS;HOMBRE;GARCIA BUSTAMANTE LISSETTE;LISSETTE IVONNE;GARCIA;BUSTAMANTE;MUJER;;DEMOCRATA CRISTIANO;PDC;C;5019
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;142;LAS AMERICAS;HOMBRE;HASBUN SELUME GUSTAVO;GUSTAVO ADOLFO;HASBUN;SELUME;HOMBRE;SI;UNION DEMOCRATA INDEPENDIENTE;UDI;B;4842
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;142;LAS AMERICAS;HOMBRE;LIZAMA TORO MIGUEL;MIGUEL;LIZAMA;TORO;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;3202
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;142;LAS AMERICAS;HOMBRE;RIOS DIAZ LIBERTAD;LIBERTAD DEL CARMEN;RIOS;DIAZ;MUJER;;INDEPENDIENTE;IND;CI;581
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;142;LAS AMERICAS;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;1234
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;142;LAS AMERICAS;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;693
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;143;LAS AMERICAS;MUJER;GARCIA BUSTAMANTE LISSETTE;LISSETTE IVONNE;GARCIA;BUSTAMANTE;MUJER;;DEMOCRATA CRISTIANO;PDC;C;5830
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;143;LAS AMERICAS;MUJER;HASBUN SELUME GUSTAVO;GUSTAVO ADOLFO;HASBUN;SELUME;HOMBRE;SI;UNION DEMOCRATA INDEPENDIENTE;UDI;B;6430
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;143;LAS AMERICAS;MUJER;LIZAMA TORO MIGUEL;MIGUEL;LIZAMA;TORO;HOMBRE;;COMUNISTA DE CHILE;PCCH;A;2907
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;143;LAS AMERICAS;MUJER;RIOS DIAZ LIBERTAD;LIBERTAD DEL CARMEN;RIOS;DIAZ;MUJER;;INDEPENDIENTE;IND;CI;633
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;143;LAS AMERICAS;MUJER;VOTOS NULOS; ;  ; ;; ; ; ; ;1442
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;ESTACION CENTRAL;143;LAS AMERICAS;MUJER;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;637
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;MAIPU;160;MAIPU;HOMBRE;FARIAS MOYA HUGO ALBERTO;HUGO ALBERTO;FARIAS;MOYA;HOMBRE;;INDEPENDIENTE;IND;A;2592
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;MAIPU;160;MAIPU;HOMBRE;SEPULVEDA HERMOSILLA ROBERTO;ROBERTO EDUARDO;SEPULVEDA;HERMOSILLA;HOMBRE;;UNION DEMOCRATA INDEPENDIENTE;UDI;B;19578
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;MAIPU;160;MAIPU;HOMBRE;UNDURRAGA VICUÑA ALBERTO;ALBERTO;UNDURRAGA;VICUÑA;HOMBRE;SI;DEMOCRATA CRISTIANO;PDC;C;27871
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;MAIPU;160;MAIPU;HOMBRE;VOTOS NULOS; ;  ; ;; ; ; ; ;2764
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;MAIPU;160;MAIPU;HOMBRE;VOTOS EN BLANCO; ;  ; ;; ; ; ; ;1147
MUNICIPALES;ALCALDE;31-10-2004;2004;2004;2008;2004-2008;13;METROPOLITANA DE SANTIAGO;7;20;MAIPU;161;MAIPU;MUJER;FARIAS MOYA HUGO ALBERTO;HUGO ALBERTO;FARIAS;MOYA;HOMBRE;;INDEPENDIENTE;IND;A;2216
