Comuna;Año.de.Elección;Candidato..a.;Sigla.Partido;Votos.Totales;Porcentaje.2021;Electo;Lista
ARICA;2021;250. LUIS IVAN PAREDES FIERRO;IND;7614;11.95;;M
ARICA;2021;251. GERARDO ALFREDO ESPINDOLA ROJAS;PL;20992;32.94;Electo;XS
ARICA;2021;252. GIANCARLO BALTOLU QUINTANO;EVOPOLI;5395;8.47;;XX
ARICA;2021;253. PAUL EDUARDO CARVAJAL QUIROZ;PH;5867;9.21;;XY
ARICA;2021;254. RAYKO ALEJANDRO KARMELIC PAVLOV;IND;6906;10.84;;IND
ARICA;2021;255. LEONARDO ENRIQUE BORQUEZ CASTILLO;IND;4334;6.8;;IND
ARICA;2021;256. RICARDO LUIS SANZANA OTEIZA;IND;7096;11.14;;IND
ARICA;2021;257. CARLOS RAUL VALCARCE MEDINA;IND;4398;6.9;;IND
ARICA;2021;258. RAFAEL DEL CARMEN ORTEGA ALIAGA;IND;1118;1.75;;IND
CAMARONES;2021;250. CRISTIAN JAVIER ZAVALA SOTO;PDC;585;33.74;Electo;XU
CAMARONES;2021;251. RICARDO CEPEDA SOTO;UDI;419;24.16;;XX
CAMARONES;2021;252. VLADIMIR GUSTAVO CACERES SALINAS;IND;137;7.9;;IND
CAMARONES;2021;253. MARTIN RICARDO MONTECINOS ROMERO;IND;543;31.31;;IND
CAMARONES;2021;254. JAVIER ENRIQUE DIAZ CALDERON;IND;50;2.88;;IND
GENERAL LAGOS;2021;250. ROSA MAITA QUERQUEZANA;IND;92;12.4;;K
GENERAL LAGOS;2021;251. ALEX CASTILLO BLAS;RN;374;50.4;Electo;XX
GENERAL LAGOS;2021;252. FLORENCIO MARTIN VILLANUEVA SARCO;IND;276;37.2;;IND
PUTRE;2021;250. LINO MAMANI VICENTE;PPD;366;16.23;;K
PUTRE;2021;251. SERGIO DAVID GAMBOA MORALES;IND;86;3.81;;M
PUTRE;2021;252. MARICEL GUTIERREZ CASTRO;IND;1303;57.78;Electo;IND
PUTRE;2021;253. CRISTIAN ANDRES BILBAO APATA;IND;500;22.17;;IND
ALTO HOSPICIO;2021;250. PATRICIO FERREIRA RIVERA;PDC;6833;36.46;Electo;XU
ALTO HOSPICIO;2021;251. CAMILA ARCE FAJARDO;IND;2457;13.11;;XX
ALTO HOSPICIO;2021;252. RENE DANIEL CACERES ARAYA;IND;1653;8.82;;IND
ALTO HOSPICIO;2021;253. JORGE ZAVALA VALENZUELA;IND;2191;11.69;;IND
ALTO HOSPICIO;2021;254. GERMAN ANTONIO QUIROZ CANCINO;IND;3462;18.47;;IND
ALTO HOSPICIO;2021;255. PAULA ANDREA ASTUDILLO DIAZ;IND;2145;11.45;;IND
CAMINA;2021;250. ALEX DEMETRIO CARLOS SANCHEZ;IND;372;25.36;;M
CAMINA;2021;251. MARINA DEL CARMEN LUNA PLATERO;RN;499;34.01;;XX
CAMINA;2021;252. EVELYN MAMANI VIZA;IND;596;40.63;Electo;IND
COLCHANE;2021;250. JAVIER IGNACIO GARCIA CHOQUE;IND;1120;64.29;Electo;XU
COLCHANE;2021;251. ANDRES GARCIA FLORES;UDI;622;35.71;;XX
HUARA;2021;250. OSCAR PANTOJA TORO;PS;232;9;;K
HUARA;2021;251. JOSE BARTOLO VINAYA;UDI;1463;56.75;Electo;XX
HUARA;2021;252. PAMELA ISABEL CARVAJAL CARLOS;IND;42;1.63;;IND
HUARA;2021;253. CARLOS ENRIQUE SILVA RIQUELME;IND;841;32.62;;IND
IQUIQUE;2021;250. MAURICIO SORIA MACCHIAVELLO;IND;28345;46.34;Electo;K
IQUIQUE;2021;251. MATIAS FELIPE RAMIREZ PASCAL;PCCH;13528;22.12;;M
IQUIQUE;2021;252. DANIELA CECILIA SOLARI VEGA;IND;12513;20.46;;XX
IQUIQUE;2021;253. FRANCISCO ALCAYAGA MOTTA;IND;6784;11.09;;XZ
PICA;2021;250. RODRIGO FERNANDO VARGAS BRIONES;PR;1159;33.3;;K
PICA;2021;251. IVAN INFANTE CHACON;IND;2086;59.93;Electo;XX
PICA;2021;252. LEONEL ANTONIO VILAXA RAMIREZ;IND;236;6.78;;XY
POZO ALMONTE;2021;250. RICHARD GODOY AGUIRRE;PDC;2922;53.99;Electo;XU
POZO ALMONTE;2021;251. JOSE FERNANDO MUÑOZ CACERES;IND;1586;29.31;;XX
POZO ALMONTE;2021;252. EDWIN GONZALO LOPEZ PAVEZ;IND;904;16.7;;IND
ANTOFAGASTA;2021;250. WILSON DIAZ VASQUEZ;PS;11333;10.98;;K
ANTOFAGASTA;2021;251. PABLO ANDRES IRIARTE RAMIREZ;PCCH;17254;16.72;;M
ANTOFAGASTA;2021;252. ROBERTO CARLOS SOTO ALBALLAY;UDI;8871;8.59;;XX
ANTOFAGASTA;2021;253. FABIAN OSSANDON BRICEÑO;IND;11646;11.28;;IND
ANTOFAGASTA;2021;254. JONATHAN RODRIGO VELASQUEZ RAMIREZ;IND;26875;26.04;Electo;IND
ANTOFAGASTA;2021;255. SEBASTIAN PATRICIO VIDELA CASTILLO;IND;17294;16.76;;IND
ANTOFAGASTA;2021;256. MARIA INES VERDUGO ESCOBAR;IND;9941;9.63;;IND
CALAMA;2021;250. ELIECER DANIEL CHAMORRO VARGAS;FREVS;11528;25.67;Electo;M
CALAMA;2021;251. MIGUEL ALBERTO BALLESTEROS CANDIA;RD;3586;7.99;;XS
CALAMA;2021;252. CAROLINA PAZ LATORRE CRUZ;PDC;6891;15.35;;XU
CALAMA;2021;253. DANIEL AGUSTO PEREZ;RN;9895;22.03;;XX
CALAMA;2021;254. DINKA SOLANGE LOPEZ DURAN;NT;2859;6.37;;YG
CALAMA;2021;255. JORGE RICHARD OLIVARES PUENTES;IND;6738;15;;IND
CALAMA;2021;256. LEDY OSANDON FERRER;IND;3409;7.59;;IND
MARIA ELENA;2021;250. JORGE GODOY BOLVARAN;PS;337;15.76;;K
MARIA ELENA;2021;251. OMAR NORAMBUENA RIVERA;IND;1056;49.39;Electo;XX
MARIA ELENA;2021;252. CRISTIAN ALBERTO GARRIDO GARRIDO;PH;299;13.99;;XY
MARIA ELENA;2021;253. VIVIANA CUELLO RIVERA;IND;446;20.86;;IND
MEJILLONES;2021;250. MARCELINO SEGUNDO CARVAJAL FERREIRA;PPD;2840;54.26;Electo;K
MEJILLONES;2021;251. RODRIGO ALEJANDRO SANCHEZ ALVAREZ;RN;326;6.23;;XX
MEJILLONES;2021;252. ENRIQUE ALEJANDRO VENEGAS AVENDAÑO;IND;1754;33.51;;IND
MEJILLONES;2021;253. SERGIO ELIAS VEGA VENEGAS;IND;314;6;;IND
OLLAGUE;2021;250. VICTOR NINA HUANCA;PPD;177;22.78;;K
OLLAGUE;2021;251. YESSICA ANGELICA MAMANI MORALES;FREVS;32;4.12;;M
OLLAGUE;2021;252. MARLENE PAMELA HURTADO MENDOZA;IND;73;9.4;;XS
OLLAGUE;2021;253. MARCOS AURELIO GAETE FLORES;UDI;205;26.38;;XX
OLLAGUE;2021;254. HUMBERTO JOSE FLORES GONZALEZ;IND;290;37.32;;IND
SAN PEDRO DE ATACAMA;2021;250. MARIA TERESA VELIZ GUERRA;PR;1035;27.3;;K
SAN PEDRO DE ATACAMA;2021;251. JUSTO ALEXIS ZULETA SANTANDER;IND;1106;29.17;Electo;M
SAN PEDRO DE ATACAMA;2021;252. ALIRO CATUR ZULETA;IND;509;13.43;;XX
SAN PEDRO DE ATACAMA;2021;253. MANUEL ALEJANDRO GARRIDO HERMOSILLA;IND;730;19.26;;IND
SAN PEDRO DE ATACAMA;2021;254. SERGIO LUIS CUBILLOS VERASAY;IND;411;10.84;;IND
SIERRA GORDA;2021;250. INGRID GUERRERO GUERRERO;PS;390;30.98;;K
SIERRA GORDA;2021;251. ADRIANA RIVERA VEGA;RN;412;32.72;;XX
SIERRA GORDA;2021;252. DEBORAH DEL PILAR PAREDES CUEVAS;IND;457;36.3;Electo;IND
TALTAL;2021;250. SERGIO BELMOR ORELLANA MONTEJO;PR;923;18.59;;K
TALTAL;2021;251. MARIO GILBERTO ACUÑA VILLALOBOS;IND;1381;27.81;;IND
TALTAL;2021;252. GUILLERMO GRICERIO HIDALGO OCAMPO;IND;2170;43.7;Electo;IND
TALTAL;2021;253. PATRICIA DEBORA MUJICA SILVA;IND;313;6.3;;IND
TALTAL;2021;254. MESAC MOLGAS MUSTAFA;IND;179;3.6;;IND
TOCOPILLA;2021;250. PABLO PINASCO YAÑEZ;PPD;120;1.45;;K
TOCOPILLA;2021;251. JAIME PATRICIO ROJAS ALATA;COMUNES;101;1.22;;XS
TOCOPILLA;2021;252. JORGE PEREZ GUAMAN;RN;1046;12.64;;XX
TOCOPILLA;2021;253. JUAN ENRIQUE ARRIAZA GAJARDO;IND;368;4.45;;IND
TOCOPILLA;2021;254. LJUBICA ELENA KURTOVIC CORTES;IND;3583;43.28;Electo;IND
TOCOPILLA;2021;255. LUIS RAFAEL MOYANO CRUZ;IND;2131;25.74;;IND
TOCOPILLA;2021;256. GONZALO EUGENIO COVARRUBIAS FIGUEROA;IND;929;11.22;;IND
ALTO DEL CARMEN;2021;250. CRISTIAN DIDY OLIVARES IRIARTE;PR;1493;52.29;Electo;K
ALTO DEL CARMEN;2021;251. DIANA LOBOS GAJARDO;RN;1362;47.71;;XX
CALDERA;2021;250. BRUNILDA GONZALEZ ANJEL;PPD;3805;52.69;Electo;K
CALDERA;2021;251. EMILIO BIANCHI CAÑAS;RN;2128;29.47;;XX
CALDERA;2021;252. BERNARDO HEVIA GARRIDO;IND;276;3.82;;XZ
CALDERA;2021;253. CAROLINA INES GONZALEZ HERNANDEZ;IND;1013;14.03;;IND
CHANARAL;2021;250. MARGARITA ALICIA FLORES SALAZAR;PR;2169;40.61;Electo;K
CHANARAL;2021;251. RAUL SALAS AGUILERA;IND;1754;32.84;;XX
CHANARAL;2021;252. NELIDA FRANCISCA VALENCIA FIGUEROA;IND;365;6.83;;IND
CHANARAL;2021;253. MELISSA ANDREA VARAS MONSALVE;IND;1053;19.72;;IND
COPIAPO;2021;250. LUIS GABRIEL MARCOS PEREZ;IND;4778;10.87;;M
COPIAPO;2021;251. INTI SALAMANCA FERNANDEZ;COMUNES;9433;21.47;;XS
COPIAPO;2021;252. MARCOS LOPEZ RIVERA;IND;10481;23.85;Electo;XU
COPIAPO;2021;253. MAXIMILIANO ALBERTO BARRIONUEVO GARCIA;IND;10413;23.7;;XX
COPIAPO;2021;254. OSCAR EDUARDO ARAYA CAMPOS;IND;8840;20.12;;XY
DIEGO DE ALMAGRO;2021;250. ALONSO YERKO GUERRA RIVERA;PR;301;5.87;;K
DIEGO DE ALMAGRO;2021;251. MARIA TORREJON ROJAS;PCCH;2230;43.51;;M
DIEGO DE ALMAGRO;2021;252. MARIO ARAYA ROJAS;RN;2594;50.61;Electo;XX
FREIRINA;2021;250. CESAR ORELLANA ORELLANA;PS;2085;68;Electo;K
FREIRINA;2021;251. NICOLAS GALLARDO MARTINEZ;RN;981;32;;XX
HUASCO;2021;250. CARMEN HIDALGO NARRIAS;PPD;257;5.78;;K
HUASCO;2021;251. RONY ACUÑA BORQUEZ;UDI;1234;27.75;;XX
HUASCO;2021;252. DANIEL DESIDERIO DIAZ TIRADO;IND;1290;29.01;;IND
HUASCO;2021;253. GENARO BRICEÑO TAPIA;IND;1666;37.46;Electo;IND
TIERRA AMARILLA;2021;250. JOEL CARRIZO DIAZ;PS;445;7.47;;K
TIERRA AMARILLA;2021;251. CRISTOBAL ZUÑIGA ARANCIBIA;PCCH;2853;47.89;Electo;M
TIERRA AMARILLA;2021;252. CARLOS ROBERTO CAMPBELL ARAYA;RD;728;12.22;;XS
TIERRA AMARILLA;2021;253. CAROLINA GANGAS SOBARZO;IND;765;12.84;;XX
TIERRA AMARILLA;2021;254. YHANSS DELGADO QUEVEDO;IND;825;13.85;;IND
TIERRA AMARILLA;2021;255. LUIS PACHECO PACHECO;IND;211;3.54;;IND
TIERRA AMARILLA;2021;256. MONICA ALEJANDRA FUENTES RUBILAR;IND;130;2.18;;IND
VALLENAR;2021;250. KARINA ZARATE RODRIGUEZ;IND;3543;20.19;;K
VALLENAR;2021;251. PEDRO PABLO OGALDE MENESES;IND;2392;13.63;;XX
VALLENAR;2021;252. ALEXIS DEL CARMEN LEMUS CAMPILLAY;IND;1498;8.54;;IND
VALLENAR;2021;253. VICTOR ISLA LUTZ;IND;4645;26.47;;IND
VALLENAR;2021;254. IVAN MASCAREÑA SANTANA;IND;369;2.1;;IND
VALLENAR;2021;255. ARMANDO FLORES JIMENEZ;IND;5101;29.07;Electo;IND
ANDACOLLO;2021;250. WILSON NUÑEZ ZEPEDA;PS;1897;31.64;;K
ANDACOLLO;2021;251. ANGELA GUERRA ARAYA;IND;907;15.13;;XX
ANDACOLLO;2021;252. EDUARDO ALEJANDRO DUARTE YAÑEZ;IGUALDAD;219;3.65;;XY
ANDACOLLO;2021;253. GERALD ALBERT CERDA PIZARRO;IND;2678;44.67;Electo;IND
ANDACOLLO;2021;254. CRISTIAN ESCALANTE VEGA;IND;294;4.9;;IND
CANELA;2021;250. BERNARDO LEYTON LEMUS;PCCH;2736;51.76;Electo;M
CANELA;2021;251. RUBEN ORLANDO CORTES CAMPUSANO;IND;2374;44.91;;XU
CANELA;2021;252. MARCIAL RUBEN SALAS CORTES;RN;176;3.33;;XX
COMBARBALA;2021;250. SERGIO HONOFRE ARAYA RAMIREZ;PCCH;478;8.73;;M
COMBARBALA;2021;251. KATHERINE SOLEDAD GALLEGUILLOS ZEPEDA;IND;667;12.18;;XS
COMBARBALA;2021;252. PEDRO CASTILLO DIAZ;PDC;2484;45.36;Electo;XU
COMBARBALA;2021;253. RENAN UGALDE MEZA;IND;1476;26.95;;IND
COMBARBALA;2021;254. EGIDIO BALTAZAR UGALDE GOMEZ;IND;371;6.78;;IND
COQUIMBO;2021;250. FERNANDO VIVEROS REYES;PCCH;12122;19.12;;M
COQUIMBO;2021;251. MARCELO PEREIRA PERALTA;PDC;8067;12.73;;XU
COQUIMBO;2021;252. PEDRO ANTONIO CASTILLO CASTILLO;UDI;6750;10.65;;XX
COQUIMBO;2021;253. RICARDO VITALY LEDEZMA JIMENEZ;IND;10207;16.1;;IND
COQUIMBO;2021;254. ALI MANOUCHEHRI MOGHADAM KASHAN LOBOS;IND;20973;33.08;Electo;IND
COQUIMBO;2021;255. MOIRA NAVEA DIAZ;IND;5275;8.32;;IND
ILLAPEL;2021;250. PATRICIO EDUARDO ASTUDILLO VALENCIA;CONVERGEN.;511;3.93;;XS
ILLAPEL;2021;251. DENIS CORTES AGUILERA;PDC;5247;40.33;Electo;XU
ILLAPEL;2021;252. ERNESTINA SARMIENTO RIVERA;IND;586;4.5;;XX
ILLAPEL;2021;253. RICARDO CASTILLO CASTILLO;IND;1656;12.73;;IND
ILLAPEL;2021;254. LUIS LEMUS ARACENA;IND;5011;38.51;;IND
LA HIGUERA;2021;250. UBERLINDA AQUEA BARRAZA;PS;1093;43.93;;K
LA HIGUERA;2021;251. YERKO GALLEGUILLOS OSSANDON;UDI;1395;56.07;Electo;XX
LA SERENA;2021;250. ROBERTO ELIAS JACOB JURE;PR;23721;34.43;Electo;K
LA SERENA;2021;251. ALEX FERNANDO GARRIDO TAPIA;COMUNES;11767;17.08;;XS
LA SERENA;2021;252. VICTOR HUGO CASTAÑEDA VARGAS;IND;15213;22.08;;XX
LA SERENA;2021;253. JUAN CARLOS THENOUX CIUDAD;IND;12050;17.49;;IND
LA SERENA;2021;254. CLAUDIO ISMAEL PIÑA NOVOA;IND;6149;8.92;;IND
LOS VILOS;2021;250. MANUEL MARCARIAN JULIO;PCCH;1330;16.8;;M
LOS VILOS;2021;251. PATRICIO ALBERTO ARAUCO REYES;CONVERGEN.;1393;17.59;;XS
LOS VILOS;2021;252. MACARENA NAVEA ESPINOZA;RN;1035;13.07;;XX
LOS VILOS;2021;253. CHRISTIAN GROSS HIDALGO;IND;1899;23.98;Electo;IND
LOS VILOS;2021;254. OSCAR PEREIRA PERALTA;IND;790;9.98;;IND
LOS VILOS;2021;255. JUAN JALET HISI ESPINOZA;IND;851;10.75;;IND
LOS VILOS;2021;256. JOCELYN ALEJANDRA TORDECILLA JORQUERA;IND;620;7.83;;IND
MONTE PATRIA;2021;250. HERNAN BORQUEZ CASTILLO;IND;622;5.29;;M
MONTE PATRIA;2021;251. CAMILO OSSANDON ESPINOZA;PDC;3912;33.29;;XU
MONTE PATRIA;2021;252. DARIO MOLINA SANHUEZA;IND;689;5.86;;XX
MONTE PATRIA;2021;253. CRISTIAN HERRERA PEÑA;IND;6530;55.56;Electo;IND
OVALLE;2021;250. MIGUEL SOLIS VIERA;PCCH;2005;6.25;;M
OVALLE;2021;251. MARIO ALEJANDRO BARRIOS ROJAS;IND;2892;9.01;;XS
OVALLE;2021;252. WLADIMIR PLETICOSIC ORELLANA;PDC;8497;26.47;;XU
OVALLE;2021;253. RODRIGO GALVEZ PEREZ;PH;1520;4.73;;XY
OVALLE;2021;254. CLAUDIO FERMIN RENTERIA LARRONDO;IND;13601;42.36;Electo;IND
OVALLE;2021;255. HECTOR ENRIQUE MALUENDA CAÑETE;IND;2023;6.3;;IND
OVALLE;2021;256. JEANNETTE DEL CARMEN MEDINA ARAYA;IND;1567;4.88;;IND
PAIHUANO;2021;250. LORENZO ROBERTO TORRES MEDINA;IND;956;29.19;;K
PAIHUANO;2021;251. HERNAN AHUMADA AHUMADA;RN;1663;50.78;Electo;XX
PAIHUANO;2021;252. MARIO ALFONSO ROJAS ROJAS;IND;656;20.03;;IND
PUNITAQUI;2021;250. HUGO BRAYAN BOLADOS TAPIA;CONVERGEN.;312;6.35;;XS
PUNITAQUI;2021;251. HERMES DIAZ RIVERA;EVOPOLI;370;7.53;;XX
PUNITAQUI;2021;252. PEDRO HUMBERTO ARAYA ZEPEDA;IND;789;16.06;;IND
PUNITAQUI;2021;253. MARTA ANGELICA CARVAJAL CORTES;IND;1042;21.21;;IND
PUNITAQUI;2021;254. PEDRO ALEJANDRO VALDIVIA RAMIREZ;IND;421;8.57;;IND
PUNITAQUI;2021;255. CARLOS ANTONIO ARAYA BUGUEÑO;IND;1079;21.96;Electo;IND
PUNITAQUI;2021;256. CEDELINDA CARMEN VALDIVIA MORENO;IND;900;18.32;;IND
RIO HURTADO;2021;250. ROSA URQUETA GAHONA;PDC;377;15.06;;XU
RIO HURTADO;2021;251. SOLANO DE LA RIVERA CORTES;UDI;472;18.86;;XX
RIO HURTADO;2021;252. CARMEN JUANA OLIVARES DE LA RIVERA;IND;1147;45.83;Electo;IND
RIO HURTADO;2021;253. EDGARD BENJAMIN ANJEL VELIZ;IND;507;20.26;;IND
SALAMANCA;2021;250. LUIS ALEGRE ALCOTA;PCCH;1296;12.78;;M
SALAMANCA;2021;251. ALEJANDRO EMILIO TELLO ARATA;IND;158;1.56;;IND
SALAMANCA;2021;252. GERARDO ANDRES ROJAS ESCUDERO;IND;3170;31.26;Electo;IND
SALAMANCA;2021;253. MARCELA MARGARITA DIAZ PALACIO;IND;525;5.18;;IND
SALAMANCA;2021;254. ANGEL LEONARDO GONZALEZ AGUILERA;IND;1746;17.22;;IND
SALAMANCA;2021;255. JOHNNY PATRICIO VINET SIAS;IND;330;3.25;;IND
SALAMANCA;2021;256. YERKO EDISON OCTAVIO AVALOS VILLARROEL;IND;1236;12.19;;IND
SALAMANCA;2021;257. FERNANDO ALFREDO GALLARDO PEREIRA;IND;1208;11.91;;IND
SALAMANCA;2021;258. MARIO ENRIQUE CHAVEZ RAMIREZ;IND;473;4.66;;IND
VICUNA;2021;250. RAFAEL VERA CASTILLO;PDC;5303;44.97;Electo;XU
VICUNA;2021;251. MARIO AROS CARVAJAL;IND;4654;39.47;;XX
VICUNA;2021;252. EUGENIA DE LAS MARIAS CIFUENTES LILLO;IND;1834;15.55;;IND
ALGARROBO;2021;250. JOSE LUIS YAÑEZ MALDONADO;UDI;3817;51.12;Electo;XX
ALGARROBO;2021;251. EDUARDO EUGENIO SALGADO REYES;UPA;167;2.24;;ZB
ALGARROBO;2021;252. JESSICA MARCELA GARCIA PHILLIPS;IND;1354;18.13;;IND
ALGARROBO;2021;253. SANTIAGO VERA TORREALBA;IND;2129;28.51;;IND
CABILDO;2021;250. CLAUDIO ALEXIS GODOY TORO;CONVERGEN.;674;8.22;;XS
CABILDO;2021;251. VICTOR DONOSO OYANEDEL;PDC;4274;52.15;Electo;XU
CABILDO;2021;252. LUIS ALBERTO RODRIGUEZ SANHUEZA;RN;352;4.3;;XX
CABILDO;2021;253. ALBERTO PATRICIO ALIAGA DIAZ;IND;2145;26.17;;IND
CABILDO;2021;254. MARIO SEGUNDO ALVARADO OSORIO;IND;750;9.15;;IND
CALERA;2021;250. CINTHY MAGDALENA MISKULINI ARAYA;PCCH;2167;11.31;;M
CALERA;2021;251. IVANNA GONZALEZ VILLALOBOS;CONVERGEN.;1651;8.62;;XS
CALERA;2021;252. EDUARDO MARTINEZ MACHUCA;PDC;4412;23.03;;XU
CALERA;2021;253. TRINIDAD ROJO AUGUSTO;RN;2008;10.48;;XX
CALERA;2021;254. JOHNNY PIRAINO MENESES;IND;6538;34.13;Electo;IND
CALERA;2021;255. NICOLAS ALEJANDRO CHAHUAN VELIZ;IND;1792;9.36;;IND
CALERA;2021;256. CLAUDIO JOSE ENRIQUE MERINO CEREIJO;IND;587;3.06;;IND
CALLE LARGA;2021;250. DINA GONZALEZ ALFARO;PS;3304;57.8;Electo;K
CALLE LARGA;2021;251. JUAN VILLARROEL SALINAS;RN;1576;27.57;;XX
CALLE LARGA;2021;252. MARCELO PATRICIO CASTILLO VARAS;PH;836;14.63;;XY
CARTAGENA;2021;250. RODRIGO GARCIA TAPIA;PPD;4395;53.89;Electo;K
CARTAGENA;2021;251. BERNARDO LUIS ALVAREZ GARCIA;COMUNES;3091;37.9;;XS
CARTAGENA;2021;252. RAUL EDUARDO LORCA MERINO;PRI;669;8.2;;XX
CASABLANCA;2021;250. IVAN DURAN PALMA;IND;2613;24.14;;K
CASABLANCA;2021;251. FRANCISCO JAVIER RIQUELME LOPEZ;RD;4284;39.58;Electo;XS
CASABLANCA;2021;252. RODRIGO MARTINEZ ROCA;RN;3928;36.29;;XX
CATEMU;2021;250. FELIPE GONZALEZ ARANCIBIA;PDC;1571;26.79;;XU
CATEMU;2021;251. HARRY BAILEY VALENZUELA;IND;745;12.7;;XX
CATEMU;2021;252. BENJAMIN KOCH CHACON;IND;1001;17.07;;IND
CATEMU;2021;253. RODRIGO DIAZ BRITO;IND;2204;37.58;Electo;IND
CATEMU;2021;254. MANUEL HUMBERTO ARANCIBIA MORALES;IND;344;5.87;;IND
CONCON;2021;250. MARCIAL ORTIZ FLORES;PDC;931;4.21;;XU
CONCON;2021;251. JORGE ANTONIO VALDOVINOS GOMEZ;IND;3738;16.9;;XX
CONCON;2021;252. MARCIA LORENA TAPIA NAVIA;UPA;789;3.57;;ZB
CONCON;2021;253. LUIS RIVERA CANEO;IND;3512;15.88;;IND
CONCON;2021;254. FREDDY ANTONIO RAMIREZ VILLALOBOS;IND;4884;22.08;Electo;IND
CONCON;2021;255. PABLO ESTEBAN ROJAS DAYDI;IND;4068;18.39;;IND
CONCON;2021;256. RICARDO ANDRES URENDA HERENCIA;IND;4199;18.98;;IND
EL QUISCO;2021;250. MARIO GONZALO PEREZ BARRERA;PCCH;1731;22.19;;M
EL QUISCO;2021;251. DANIA CONTRERAS JIMENEZ;PDC;1789;22.94;;XU
EL QUISCO;2021;252. KARIME CHAMAL ORMEÑO;RN;1474;18.9;;XX
EL QUISCO;2021;253. JOSE JOFRE BUSTOS;IND;2806;35.97;Electo;IND
EL TABO;2021;250. ALFONSO MUÑOZ ARAVENA;PS;2460;35.28;Electo;K
EL TABO;2021;251. GLORIA CARRASCO NUÑEZ;RN;1311;18.8;;XX
EL TABO;2021;252. LUIS ALEJANDRO GARCIA JOFRE;IND;1431;20.52;;IND
EL TABO;2021;253. RODRIGO TOBAR GALLARDO;IND;1021;14.64;;IND
EL TABO;2021;254. VERONICA ROJAS ARENAS;IND;312;4.48;;IND
EL TABO;2021;255. YURI JOANN RAVEST FRITZ;IND;437;6.27;;IND
HIJUELAS;2021;250. KAREN FIGUEROA LOPEZ;IND;1763;24.25;;XX
HIJUELAS;2021;251. FERNANDO AMADOR CARRASCO CABRERA;PH;166;2.28;;XY
HIJUELAS;2021;252. JOSE RAFAEL SAAVEDRA IBACACHE;IND;2936;40.39;Electo;IND
HIJUELAS;2021;253. SERGIO JOSE SANCHEZ ROJAS;IND;2405;33.08;;IND
ISLA DE PASCUA;2021;250. PEDRO PABLO EDMUNDS PAOA;PRO;2170;63.75;Electo;XU
ISLA DE PASCUA;2021;251. JULIO ARAKI TEPANO;UDI;474;13.92;;XX
ISLA DE PASCUA;2021;252. IVONNE NAHOE ZAMORA;IND;760;22.33;;IND
JUAN FERNANDEZ;2021;250. PABLO ANDRES MANRIQUEZ ANGULO;IND;511;79.6;Electo;K
JUAN FERNANDEZ;2021;251. DIEGO FELIPE LEON TUDELA;IND;131;20.4;;XX
LA CRUZ;2021;250. FILOMENA NAVIA HEVIA;PS;3817;44.29;Electo;K
LA CRUZ;2021;251. MIRENTXU ARRAZTOA LARRONDO;UDI;3770;43.74;;XX
LA CRUZ;2021;252. ANDRES LEIVA VALENCIA;IND;1032;11.97;;INC
LA LIGUA;2021;250. RICARDO FERREIRA FERREIRA;PS;1708;11.73;;K
LA LIGUA;2021;251. RUBEN SALVADOR DIAZ TAPIA;PCCH;1269;8.72;;M
LA LIGUA;2021;252. JUAN IBACACHE IBACACHE;RN;3681;25.28;;XX
LA LIGUA;2021;253. CLARISA DE LAS MERCEDES SECO TAPIA;UPA;664;4.56;;ZB
LA LIGUA;2021;254. GARY LEIVA ROJO;IND;572;3.93;;IND
LA LIGUA;2021;255. PATRICIO DANIEL PALLARES VALENZUELA;IND;6665;45.78;Electo;IND
LIMACHE;2021;250. SEBASTIAN ENRIQUE BALBONTIN BUSTAMANTE;RD;6152;34.48;;XS
LIMACHE;2021;251. DANIEL MORALES ESPINDOLA;RN;6586;36.91;Electo;XX
LIMACHE;2021;252. FRANCISCO JAVIER ARIAS TERUEL;UPA;386;2.16;;ZB
LIMACHE;2021;253. DANILO SANDOVAL SARABIA;IND;4720;26.45;;IND
LLAY LLAY;2021;250. CARLOS JAVIER MIRANDA ROZAS;PCCH;2112;20.83;;M
LLAY LLAY;2021;251. EDGARDO GONZALEZ ARANCIBIA;PDC;5927;58.46;Electo;XU
LLAY LLAY;2021;252. FERNANDO ASTORGA TERRAZA;IND;2100;20.71;;XX
LOS ANDES;2021;250. MARCELO DAVID MERINO VERGARA;PR;4426;18.63;;K
LOS ANDES;2021;251. MIGUEL ALEX HENRIQUEZ CELEDON;PCCH;5407;22.75;;M
LOS ANDES;2021;252. BENIGNO ALEJANDRO RETAMAL RODRIGUEZ;IND;6256;26.33;;XS
LOS ANDES;2021;253. MANUEL RIVERA MARTINEZ;UDI;7674;32.29;Electo;XX
NOGALES;2021;250. JONATHAN MOISES VASQUEZ LEON;PCCH;1966;19.7;;M
NOGALES;2021;251. RICARDO ALIAGA GOMEZ;PDC;2985;29.91;;XU
NOGALES;2021;252. MARGARITA OSORIO PIZARRO;IND;5030;50.4;Electo;XX
OLMUE;2021;250. RAMON ROLANDO FREZ ARANCIBIA;REPUBLICA.;156;2.03;;XO
OLMUE;2021;251. ALEJANDRO COLLAO REYES;IND;860;11.2;;XU
OLMUE;2021;252. JAVIER ENRIQUE PUIGGROS VOGEL;EVOPOLI;1651;21.5;;XX
OLMUE;2021;253. JORGE ELIAS JIL HERRERA;PH;3880;50.53;Electo;XY
OLMUE;2021;254. NOEMI SUSANA CACERES ROJAS;IND;804;10.47;;IND
